
id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
943,Idrissi,Youssef,youssef.idrissi_917@email.ma,1982-06-24,Homme,Marrakech,0731279244,2022-11-17,facebook
944,Lyoussi,Hajar,hajar.lyoussi_918@email.ma,1985-11-03,f,Fes,0796828576,2022-10-05,referral
945,Qacemi,Hamza,hamza.qacemi_919@email.ma,1993-04-24,M,Settat,0671659389,2022-04-02,direct
946,QACEMI,Hamza,hamza.qacemi_919@email.ma,1993-04-24,M,Settat,0671659389,2022-04-02,direct
947,Benchekroun,Salma,salma.benchekroun_920@email.ma,1991-01-24,f,Agadir,0734448063,2023-03-24,google_ads
948,Mekki,Adam,adam.mekki_921@email.ma,1995-06-02,h,Tanger,0772084947,2023-04-01,referral
949,Mekki,Omar,omar.mekki_922@email.ma,1959-09-11,M,Kenitra,0626217468,2020-08-06,tiktok
950,Wahbi,Othmane,othmane.wahbi_923@email.ma,1991-03-31,m,Marrakech,0681383802,2022-11-23,direct
951,Mekki,Ayoub,ayoub.mekki_924@email.ma,1962-08-05,H,rabat,0732803484,2023-11-19,email
952,Cherkaoui,Tarik,tarik.cherkaoui_925@email.ma,1957-06-02,Homme,Casablanca,0774861186,2020-02-11,facebook
953,Chaabi,Othmane,othmane.chaabi_926@email.ma,2004-07-20,Homme,Agadir,0720444817,2019-03-25,google_ads
954,Tahiri,Sanaa,sanaa.tahiri_927@email.ma,1961-03-03,0,Salé,0768633260,2021-11-02,direct
955,Qacemi,Ayoub,ayoub.qacemi_928@email.ma,1983-09-21,M,Fès,0733133952,2021-06-09,referral
956,Benali,Nabil,nabil.benali_929@email.ma,2004-07-11,m,marrakech,0647742414,2022-11-16,tiktok
957,Alami,Aymane,aymane.alami_930@email.ma,2007-06-09,h,Tnja,0760540903,2021-09-12,email
958,Drissi,Bilal,bilal.drissi_931@email.ma,1957-12-18,m,Marrakech,0796361956,2022-08-27,facebook
959,Lahlou,Tarik,tarik.lahlou_932@email.ma,1953-08-18,H,Tanger,0612154215,2019-12-22,google_ads
960,Ouali,Saad,saad.ouali_933@email.ma,1964-12-22,h,Fès,0626392763,2023-12-09,tiktok
961,Chaabi,Laila,laila.chaabi_934@email.ma,1989-11-20,f,tanger,0773101758,2020-12-04,facebook
962,CHAABI,Laila,laila.chaabi_934@email.ma,1989-11-20,f,tanger,0773101758,2020-12-04,facebook
963,Idrissi,Ilyas,ilyas.idrissi_935@email.ma,,m,Tanger,0672323478,2020-05-28,referral
964,Dahbi,Soufiane,soufiane.dahbi_936@email.ma,1957-01-10,Homme,oujda,0614601861,2019-10-13,referral
965,Raisuni,Amine,amine.raisuni_937@email.ma,2007-05-10,m,agadir,0629770068,2023-03-05,tiktok
966,Cherkaoui,Zakaria,zakaria.cherkaoui_938@email.ma,1984-02-22,Homme,Tetouan,0755069710,2020-03-08,email
967,Lahlou,Ilyas,ilyas.lahlou_939@email.ma,1991-08-17,1,Kenitra,0663133834,2022-10-29,tiktok
968,Drissi,Imane,imane.drissi_940@email.ma,1962-02-24,2,Casablanca,0611652640,2021-03-08,tiktok
969,Raisuni,Rachid,rachid.raisuni_941@email.ma,1983-10-22,m,Tetouan,0717841704,2019-10-01,organic
970,Drissi,Khalid,khalid.drissi_942@email.ma,2007-05-21,M,Casablanca,0762945480,2019-05-25,direct
971,Naciri,Youssef,youssef.naciri_943@,1999-10-24,m,Casablanca,0692835248,2024-04-12,instagram
972,Guessous,Aymane,aymane.guessous_944@,1959-12-09,m,agadir,0768584880,2023-08-16,facebook
973,Jamai,Soufiane,soufiane.jamai_945@email.ma,1965-06-20,H,agadir,0772013367,2020-08-07,instagram
974,Wahbi,Houda,houda.wahbi_946@email.ma,1951-12-20,f,Tnja,0720400053,2023-11-12,google_ads
975,Drissi,Houda,houda.drissi_947gmail.com,1992-06-30,f,Meknes,0723368257,2022-03-20,organic
976,Tazi,Mehdi,mehdi.tazi_948@email.ma,2004-07-23,1,Agadir,0772154970,2019-05-30,email
977,Hajji,Tarik,tarik.hajji_949@email.ma,1956-12-20,H,Rabat,0759968531,2024-04-20,facebook
978,Raisuni,Imane,imane.raisuni_950@email.ma,2003-05-12,Femme,El Jadida,0739557157,2020-12-10,referral
979,Ouali,Rania,rania.ouali_951@email.ma,1956-01-29,Femme,Casablanca,0650725507,2023-09-20,facebook
980,El Fassi,Saad,saad.elfassi_952@email.ma,1981-06-02,m,Rabat,0756503625,2024-06-06,instagram
981,Kettani,Bouchra,bouchra.kettani_953@email.ma,1994-12-12,2,Casablanca,0611905174,2024-05-15,google_ads
982,Kettani,Meryem,meryem.kettani_954@email.ma,1957-05-26,fe,Meknes,0740904827,2020-04-07,instagram
983,Raisuni,Imane,imane.raisuni_955@email.ma,1990-07-18,fe,Marrakech,0693932600,2023-07-05,email
984,Jamai,Samira,samira.jamai_956@email.ma,1972-11-12,Femme,Tanger,0644077737,2020-08-03,tiktok
985,Wahbi,Othmane,othmane.wahbi_957@email.ma,1999-07-26,m,Rabat,0692210699,2023-08-05,tiktok
986,El Fassi,Adam,adam.elfassi_958@email.ma,1960-12-01,m,tanger,0784283542,2022-05-20,google_ads
987,Hajji,Ayoub,ayoub.hajji_959@email.ma,1982-09-17,Homme,Fès,0737047843,2019-01-16,organic
988,HAJJI,Ayoub,ayoub.hajji_959@email.ma,1982-09-17,Homme,Fès,0737047843,2019-01-16,organic
989,Kettani,Hicham,hicham.kettani_960@email.ma,1974-03-04,m,Tnja,0715845688,2019-10-17,tiktok
990,Jamai,Houda,houda.jamai_961@email.ma,1955-11-21,0,Casablanca,0787078966,2021-03-21,google_ads
991,Drissi,Mohamed,mohamed.drissi_962@email.ma,1992-03-03,h,casablanca,0751787712,2019-05-22,google_ads
992,Benali,Najat,najat.benali_963@email.ma,1957-07-09,2,agadir,0749724500,2019-09-19,referral
993,Raisuni,Ghita,ghita.raisuni_964@email.ma,1956-04-16,fe,Casablanca,0612217576,2021-09-03,instagram
994,Bouchta,Laila,laila.bouchta_965@email.ma,1954-06-19,2,Marrakech,0620076466,2020-07-27,tiktok
995,Benali,Houda,houda.benali_966gmail.com,1984-01-09,f,Casablanca,0739239620,2020-12-01,referral
996,Berrada,Sara,sara.berrada_967@email.ma,1957-02-26,2,MARRAKECH,0665466851,2020-02-29,organic
997,Berrada,Hamza,hamza.berrada_968@email.ma,1991-02-11,M,Agadir,0724918870,2021-01-19,referral
998,Alami,Rachid,rachid.alami_969@email.ma,1983-06-19,m,marrakech,0777919637,2022-09-29,tiktok
999,Chaabi,Omar,omar.chaabi_970@email.ma,1992-06-16,1,Oujda,0621826769,2020-02-01,google_ads
1000,Bouchta,Saad,saad.bouchta_971@email.ma,1993-12-25,H,Tanger,0784509858,2023-11-30,google_ads
1001,El Fassi,Mohamed,mohamed.elfassi_972@email.ma,1958-05-25,1,TANGER,0750452639,2024-02-03,organic
1002,EL FASSI,Mohamed,mohamed.elfassi_972@email.ma,1958-05-25,1,TANGER,0750452639,2024-02-03,organic
1003,Benali,Zakaria,zakaria.benali_973@email.ma,1996-05-31,1,Meknes,0766738571,2022-06-19,email
1004,Guessous,Tarik,tarik.guessous_974@email.ma,1966-08-16,m,Settat,0732918636,2021-09-11,email
1005,El Mansouri,Saad,saad.elmansouri_975@email.ma,1966-11-20,H,Casablanca,0626225052,2019-07-14,instagram
1006,Cherkaoui,Amina,amina.cherkaoui_976@email.ma,2000-09-01,Femme,Casablanca,0742890259,2022-12-11,google_ads
1007,Jamai,Zineb,zineb.jamai_977@email.ma,1989-03-17,Femme,Tanger,0747576379,2019-03-23,email
1008,Berrada,Soufiane,soufiane.berrada_978@email.ma,1983-04-24,m,Agadir,0790273713,2024-05-27,referral
1009,Tazi,Wafa,wafa.tazi_979@email.ma,1999-03-13,Femme,Casablanca,0796825639,2021-08-17,referral
1010,Tazi,Khadija,khadija.tazi_980@email.ma,1961-09-08,f,Rabat,0652810824,2021-11-21,email
1011,Cherkaoui,Sanaa,sanaa.cherkaoui_981@email.ma,1984-05-11,0,Agadir,0670296314,2020-09-16,referral
1012,Benali,Mehdi,mehdi.benali_982@email.ma,1987-09-14,Homme,El Jadida,0664445328,2023-09-22,facebook
1013,Chaabi,Omar,omar.chaabi_983@,1957-05-24,Homme,TNG,0610221098,2019-02-18,email
1014,Ouali,Meryem,meryem.ouali_984@email.ma,1963-04-29,f,Tanger,0768753296,2020-06-26,tiktok
1015,Alami,Rachid,rachid.alami_985@email.ma,1976-02-18,H,Rabat,0659633894,2024-03-27,google_ads
1016,ALAMI,Rachid,rachid.alami_985@email.ma,1976-02-18,H,Rabat,0659633894,2024-03-27,google_ads
1017,Cherkaoui,Mehdi,mehdi.cherkaoui_986@email.ma,1961-01-23,m,Casablanca,0648078293,2020-12-22,referral
1018,Drissi,Zakaria,zakaria.drissi_987@email.ma,1979-02-09,M,Casablanca,0756691667,2019-05-30,direct
1019,El Fassi,Meryem,meryem.elfassi_988@email.ma,1994-06-27,F,Marrakech,0674164590,2019-07-14,google_ads
1020,Lyoussi,Khadija,khadija.lyoussi_989@email.ma,1977-07-15,fe,casablanca,0716780118,2023-05-01,referral
1021,Sefrioui,Othmane,othmane.sefrioui_990@email.ma,1976-01-02,m,Tanger,0650537264,2024-02-04,organic
1022,Idrissi,Imane,imane.idrissi_991@email.ma,1967-10-25,F,Sale,0782440754,2022-02-02,tiktok
1023,Benchekroun,Rachid,rachid.benchekroun_992@email.ma,2004-03-23,H,Rabat,0747564764,2020-01-20,instagram
1024,Kettani,Meryem,meryem.kettani_993@email.ma,2007-11-13,F,Agadir,0660260329,2019-10-04,email
1025,Filali,Hamza,hamza.filali_994@email.ma,1984-04-19,M,Casablanca,0612373423,2022-10-18,email
1026,Wahbi,Amina,amina.wahbi_995@email.ma,2000-07-12,Femme,Rabat,0646919479,2022-01-10,facebook
1027,Guessous,Bouchra,bouchra.guessous_996@email.ma,1987-12-29,Femme,tanger,0661875165,2019-11-02,email
1028,Hajji,Laila,laila.hajji_997@email.ma,1964-10-29,F,Casablanca,0793010364,2019-08-23,referral
1029,Lahlou,Khalid,khalid.lahlou_998@email.ma,1978-12-31,Homme,Agadir,0690217674,2020-08-11,facebook
1030,Jamai,Zineb,zineb.jamai_999@email.ma,1975-01-29,2,agadir,0711620144,2023-09-29,google_ads
1031,Lyoussi,Houda,houda.lyoussi_1000@email.ma,2005-08-30,Femme,Casablanca,0614165217,2021-05-12,instagram
1032,Alami,Soufiane,soufiane.alami_1001@email.ma,1971-05-21,1,rabat,0695616303,2023-07-27,google_ads
1033,Alami,Samira,samira.alami_1002@email.ma,2001-01-17,Femme,RABAT,0661386913,2023-04-15,direct
1034,Ziani,Saad,saad.ziani_1003@email.ma,2003-01-03,H,Sale,0762629724,2019-10-02,organic
1035,Ouali,Fatima,fatima.ouali_1004@email.ma,2005-05-23,Femme,Rabat,0694367866,2019-10-15,referral
1036,El Mansouri,Khadija,khadija.elmansouri_1005@email.ma,1977-12-03,0,Mohammedia,0729776575,2021-09-18,tiktok
1037,Berrada,Sanaa,sanaa.berrada_1006@email.ma,1998-08-02,F,Marrakech,0758296632,2020-09-29,instagram
1038,Naciri,Ghita,ghita.naciri_1007@email.ma,1976-05-04,f,casablanca,0755632292,2021-07-06,tiktok
1039,Jamai,Bouchra,bouchra.jamai_1008@email.ma,1959-07-08,Femme,Rabat,0670571856,2019-02-11,referral
1040,Lyoussi,Rachid,rachid.lyoussi_1009@email.ma,2003-06-04,Homme,marrakech,0745901179,2019-10-10,facebook
1041,Benchekroun,Omar,omar.benchekroun_1010@email.ma,1961-09-03,1,Rabat,0662614639,2020-02-14,direct
1042,Wahbi,Nadia,nadia.wahbi_1011@email.ma,1956-05-02,F,Fès,0784764156,2023-10-07,organic
1043,Naciri,Houda,houda.naciri_1012@email.ma,1966-07-12,F,Casa,0652098910,2019-09-06,email
1044,Dahbi,Sara,sara.dahbi_1013@email.ma,1966-03-31,2,Casablanca,0763230814,2024-03-20,referral
1045,Qacemi,Salma,salma.qacemi_1014@email.ma,2007-08-20,f,Casablanca,0610635569,2023-01-28,direct
1046,Naciri,Oumaima,oumaima.naciri_1015@email.ma,1963-01-23,fe,Casa,0774878150,2023-01-06,tiktok
1047,Mekki,Meryem,meryem.mekki_1016@email.ma,1954-04-17,0,FES,0691102405,2019-05-08,facebook
1048,Dahbi,Bouchra,bouchra.dahbi_1017@email.ma,1956-11-29,f,Tanger,0628995690,2019-12-02,facebook
1049,Wahbi,Chaimae,chaimae.wahbi_1018@email.ma,1995-06-03,Femme,Marrakech,0797490445,2023-01-07,direct
1050,Benali,Hicham,hicham.benali_1019@email.ma,,Homme,Casablanca,0622243082,2024-02-08,tiktok
1051,Dahbi,Othmane,othmane.dahbi_1020@email.ma,1987-03-09,Homme,Fes,0646019403,2021-04-04,email
1052,Idrissi,Hicham,hicham.idrissi_1021@email.ma,1960-06-19,m,Tanger,0668231612,2023-07-06,facebook
1053,Ziani,Khadija,khadija.ziani_1022@,2004-04-13,fe,Rabat,0681158261,2023-12-22,facebook
1054,Dahbi,Amina,amina.dahbi_1023@email.ma,2006-12-25,F,Casablanca,0788118811,2023-09-05,tiktok
1055,Tazi,Karim,karim.tazi_1024@email.ma,1985-12-20,1,Meknes,0713598340,2021-04-21,direct
1056,Mekki,Mohamed,mohamed.mekki_1025@email.ma,1979-04-16,Homme,Rabat,0791083826,2020-03-25,instagram
1057,Filali,Bouchra,bouchra.filali_1026@email.ma,1961-12-05,0,Casablanca,0751037491,2020-10-04,tiktok
1058,Lahlou,Khadija,khadija.lahlou_1027@,1992-07-06,f,Marrakech,0696712238,2020-03-26,referral
1059,Hajji,Oumaima,oumaima.hajji_1028@email.ma,1984-04-24,fe,Rabat,0688556469,2022-05-25,google_ads
1060,Ziani,Ilyas,ilyas.ziani_1029@email.ma,1960-06-06,m,Casablanca,0734463971,2023-08-04,tiktok
1061,Filali,Younes,younes.filali_1030@email.ma,1992-08-13,H,Rabat,0769960222,2020-12-09,direct
1062,Jamai,Aymane,aymane.jamai_1031@email.ma,2001-07-14,M,Kenitra,0696450002,2021-05-16,organic
1063,El Fassi,Hicham,hicham.elfassi_1032@email.ma,1997-08-22,M,Marrakech,0672002449,2022-09-21,instagram
1064,Cherkaoui,Omar,omar.cherkaoui_1033@email.ma,1967-01-09,H,Tanger,0625219504,2022-09-11,email
1065,Berrada,Othmane,othmane.berrada_1034@email.ma,2006-11-26,H,Fes,0695400852,2020-10-25,google_ads
1066,Guessous,Fatima,fatima.guessous_1035@email.ma,1980-05-06,F,tanger,0790433295,2024-03-03,tiktok
1067,Ouali,Othmane,othmane.ouali_1036@email.ma,2007-03-13,Homme,Marrakech,0786246779,2024-02-19,referral
1068,Jamai,Othmane,othmane.jamai_1037@email.ma,1952-04-20,h,Casablanca,0728437312,2021-09-25,facebook
1069,JAMAI,Othmane,othmane.jamai_1037@email.ma,1952-04-20,h,Casablanca,0728437312,2021-09-25,facebook
1070,Kettani,Karim,karim.kettani_1038@email.ma,2006-04-13,1,RABAT,0619173350,2023-06-12,instagram
1071,Cherkaoui,Othmane,othmane.cherkaoui_1039@email.ma,1998-07-14,h,Tanger,0684070158,2022-09-03,referral
1072,Tahiri,Adam,adam.tahiri_1040@email.ma,1999-10-05,H,Tetouan,0756228013,2023-05-28,direct
1073,Lahlou,Zakaria,zakaria.lahlou_1041@email.ma,1979-02-15,Homme,Fès,0647729629,2019-01-29,google_ads
1074,Hajji,Younes,younes.hajji_1042@email.ma,1992-08-23,1,Marrakech,0631350562,2021-08-03,direct
1075,Benali,Sara,sara.benali_1043@email.ma,1952-08-30,f,Casablanca,0667265318,2021-03-03,email
1076,Idrissi,Othmane,othmane.idrissi_1044@email.ma,2001-04-12,m,CASABLANCA,0696076792,2022-05-30,email
1077,Jamai,Sanaa,sanaa.jamai_1045@email.ma,1964-06-23,f,Casablanca,0671660348,2023-05-05,organic
1078,Sefrioui,Najat,najat.sefrioui_1046@email.ma,1991-03-17,fe,Casablanca,0771220409,2022-05-22,instagram
1079,Naciri,Mehdi,mehdi.naciri_1047@email.ma,1984-09-29,M,Rabat,0613483001,2020-05-31,instagram
1080,Cherkaoui,Ghita,ghita.cherkaoui_1048@email.ma,1996-10-29,F,Tanger,0653658569,2021-06-01,instagram
1081,Bouchta,Ghita,ghita.bouchta_1049@email.ma,1999-11-04,2,Agadir,0788928823,2023-01-27,instagram
1082,Chaabi,Younes,younes.chaabi_1050@email.ma,1984-04-09,h,Salé,0627362814,2020-05-19,referral
1083,Guessous,Laila,laila.guessous_1051@email.ma,1953-07-06,F,CASABLANCA,0686021497,2022-09-27,tiktok
1084,Benali,Salma,salma.benali_1052@email.ma,1976-01-22,2,Casablanca,0652299990,2023-08-11,google_ads
1085,Bouchta,Amine,amine.bouchta_1053@,2001-03-16,1,Tanger,0755030813,2023-04-29,facebook
1086,Naciri,Amine,amine.naciri_1054@email.ma,1994-10-04,Homme,Salé,0735780135,2020-03-24,organic
1087,Chaabi,Adam,adam.chaabi_1055@email.ma,1972-07-31,m,Casablanca,0753933209,2019-07-22,organic
1088,Hajji,Karim,karim.hajji_1056@email.ma,1974-12-14,M,MARRAKECH,0758086530,2019-12-23,instagram
1089,Alami,Younes,younes.alami_1057@,2000-12-27,h,Casablanca,0735590720,2021-10-01,facebook
1090,Ouali,Nadia,nadia.ouali_1058@email.ma,1990-02-19,f,Fès,0772795831,2019-10-07,organic
1091,Naciri,Houda,houda.naciri_1059@email.ma,2002-11-24,2,Mohammedia,0756050389,2021-04-27,instagram
1092,Mekki,Younes,younes.mekki_1060@email.ma,1973-10-28,M,rabat,0615974048,2022-08-14,email
1093,Bouchta,Hicham,hicham.bouchta_1061@email.ma,2000-04-26,H,Agadir,0644541984,2019-04-17,referral
1094,Mekki,Mohamed,mohamed.mekki_1062@email.ma,1983-08-26,1,Agadir,0718363866,2019-03-05,organic
1095,Ziani,Othmane,othmane.ziani_1063@email.ma,2005-08-22,Homme,TNG,0774615755,2019-06-11,instagram
1096,Tahiri,Ilyas,ilyas.tahiri_1064@email.ma,1997-09-02,m,casablanca,0749399031,2019-09-08,email
1097,Guessous,Tarik,tarik.guessous_1065@email.ma,1988-12-04,H,Marrakech,0654919089,2021-01-23,google_ads
1098,Idrissi,Omar,omar.idrissi_1066@email.ma,1955-09-05,1,Marrakech,0691472631,2022-12-06,organic
1099,Hajji,Bouchra,bouchra.hajji_1067@email.ma,1972-01-04,Femme,rabat,0728210130,2022-05-04,organic
1100,Qacemi,Aymane,aymane.qacemi_1068@email.ma,1958-08-19,Homme,CASABLANCA,0659492259,2019-04-21,direct
1101,Naciri,Najat,najat.naciri_1069@email.ma,1980-01-04,fe,Marrakech,0746615326,2020-07-18,tiktok
1102,Filali,Sanaa,sanaa.filali_1070@email.ma,2006-03-22,f,Casablanca,0747841126,2021-04-04,organic
1103,Tazi,Zakaria,zakaria.tazi_1071@email.ma,1978-08-21,M,tanger,0625045982,2021-04-25,organic
1104,Dahbi,Hajar,hajar.dahbi_1072@email.ma,1964-10-09,fe,Casablanca,0756758446,2022-02-02,facebook
1105,Ouali,Laila,laila.ouali_1073@email.ma,1952-04-05,Femme,Marrakech,0711523037,2020-08-28,email
1106,Jamai,Tarik,tarik.jamai_1074@email.ma,1967-10-07,m,Casablanca,0654076456,2024-06-14,organic
1107,Mekki,Sara,sara.mekki_1075@email.ma,1954-05-16,0,Fes,0730163352,2021-03-15,google_ads
1108,Sefrioui,Adam,adam.sefrioui_1076@email.ma,1971-12-24,H,Tanger,0739738559,2020-08-21,google_ads
1109,Qacemi,Samira,samira.qacemi_1077@email.ma,1976-06-29,f,Fes,0791417125,2019-02-15,email
1110,Bouchta,Samira,samira.bouchta_1078@email.ma,1998-08-17,0,Agadir,0635487881,2022-09-29,referral
1111,Benali,Hicham,hicham.benali_1079@email.ma,2003-06-03,1,Fes,0763480670,2021-03-03,google_ads
1112,Benchekroun,Laila,laila.benchekroun_1080@email.ma,1974-02-04,f,Casablanca,0636787185,2020-11-25,email
1113,Alami,Hamza,hamza.alami_1081@email.ma,1973-02-08,M,Tanger,0714512069,2023-12-27,referral
1114,Sefrioui,Chaimae,chaimae.sefrioui_1082@email.ma,1970-05-06,Femme,Casablanca,0730363909,2023-05-26,instagram
1115,Berrada,Mehdi,mehdi.berrada_1083@email.ma,1969-01-07,M,Marrakech,0613244145,2024-01-14,facebook
1116,Mekki,Khalid,khalid.mekki_1084@email.ma,1952-12-15,m,TNG,0785370270,2021-05-31,direct
1117,Lyoussi,Chaimae,chaimae.lyoussi_1085@email.ma,2005-12-03,2,Kenitra,0668825096,2021-08-02,facebook
1118,Lahlou,Amine,amine.lahlou_1086@email.ma,1993-11-01,Homme,Fes,0749360708,2022-08-12,direct
1119,Hajji,Mehdi,mehdi.hajji_1087gmail.com,1994-07-29,h,Casablanca,0734989822,2024-06-03,email
1120,Ziani,Chaimae,chaimae.ziani_1088@email.ma,1961-08-21,0,rabat,0732316908,2023-06-11,facebook
1121,Tahiri,Samira,samira.tahiri_1089@email.ma,1985-01-19,2,Rabat,0710371606,2024-05-04,tiktok
1122,Alami,Zineb,zineb.alami_1090@email.ma,1984-12-12,Femme,casablanca,0750202919,2021-08-30,facebook
1123,Raisuni,Salma,salma.raisuni_1091@email.ma,1979-04-15,Femme,Casablanca,0638805005,2024-05-11,facebook
1124,Ouali,Bilal,bilal.ouali_1092@email.ma,2005-05-19,h,Casablanca,0639827410,2022-05-10,instagram
1125,El Fassi,Laila,laila.elfassi_1093@email.ma,1960-08-25,fe,Casablanca,0664916240,2020-08-30,organic
1126,Idrissi,Ilyas,ilyas.idrissi_1094@email.ma,1990-01-29,1,Tanger,0755139853,2022-08-29,organic
1127,Hajji,Imane,imane.hajji_1095@email.ma,1978-10-02,2,Kénitra,0788586989,2023-02-10,google_ads
1128,Hajji,Nabil,nabil.hajji_1096@email.ma,1981-11-08,m,Rabat,0772594267,2021-09-09,instagram
1129,Jamai,Ghita,ghita.jamai_1097@email.ma,1966-08-30,F,Rabat,0729687490,2022-07-01,referral
1130,Lahlou,Bouchra,bouchra.lahlou_1098@email.ma,1971-02-28,2,Marrakech,0612350599,2020-04-04,facebook
1131,Alami,Tarik,tarik.alami_1099@email.ma,1972-11-12,Homme,Meknes,0798382950,2023-02-21,google_ads
1132,ALAMI,Tarik,tarik.alami_1099@email.ma,1972-11-12,Homme,Meknes,0798382950,2023-02-21,google_ads
1133,Tazi,Laila,laila.tazi_1100@email.ma,1980-01-24,0,TANGER,0690998823,2022-10-05,referral
1134,Alami,Younes,younes.alami_1101@email.ma,1980-09-24,M,Marrakech,0781447818,2023-02-28,direct
1135,El Mansouri,Chaimae,chaimae.elmansouri_1102@email.ma,1952-07-01,Femme,Fes,0661865104,2021-10-09,organic
1136,Lahlou,Loubna,loubna.lahlou_1103@email.ma,1956-05-12,f,Marrakech,0693369020,2024-04-20,tiktok
1137,Alami,Nabil,nabil.alami_1104@,1991-12-09,Homme,Rabat,0740904602,2022-11-20,email
1138,Filali,Hamza,hamza.filali_1105@email.ma,1968-05-21,M,Kénitra,0799550124,2020-04-26,instagram
1139,Naciri,Amina,amina.naciri_1106@email.ma,1964-02-08,f,Sale,0771410401,2023-06-07,tiktok
1140,Bouchta,Houda,houda.bouchta_1107gmail.com,1967-11-01,fe,Fes,0697989384,2022-04-13,organic
1141,Benchekroun,Laila,laila.benchekroun_1108gmail.com,1988-02-10,0,Agadir,0627821895,2019-07-01,facebook
1142,Tahiri,Houda,houda.tahiri_1109@email.ma,1978-03-26,fe,Rabat,0693031780,2022-12-24,instagram
1143,Benali,Fatima,fatima.benali_1110@email.ma,1969-06-08,2,Casablanca,0654298464,2022-10-11,organic
1144,Idrissi,Omar,omar.idrissi_1111@email.ma,2004-04-20,M,Rabat,0718754661,2022-08-02,direct
1145,Qacemi,Zakaria,zakaria.qacemi_1112@email.ma,1894-06-23,M,Tanger,0774386065,2022-09-13,organic
1146,El Mansouri,Rania,rania.elmansouri_1113@email.ma,1966-04-01,Femme,Casablanca,0649302639,2023-03-30,tiktok
1147,El Fassi,Zakaria,zakaria.elfassi_1114@email.ma,1984-04-10,1,oujda,0647828500,2022-08-24,tiktok
1148,Sefrioui,Loubna,loubna.sefrioui_1115@email.ma,1986-04-29,F,Casablanca,0682694193,2021-11-05,organic
1149,SEFRIOUI,Loubna,loubna.sefrioui_1115@email.ma,1986-04-29,F,Casablanca,0682694193,2021-11-05,organic
1150,Ziani,Laila,laila.ziani_1116@email.ma,2005-07-21,Femme,Rabat,0666727198,2021-08-06,email
1151,Ziani,Chaimae,chaimae.ziani_1117@email.ma,1994-07-21,f,Oujda,0678617668,2024-01-15,facebook
1152,Lahlou,Najat,najat.lahlou_1118@email.ma,1987-10-22,2,Agadir,0787165101,2023-08-04,google_ads
1153,Tahiri,Younes,younes.tahiri_1119@email.ma,1958-01-04,Homme,Tanger,0722626067,2022-10-19,direct
1154,Chaabi,Loubna,loubna.chaabi_1120@email.ma,1989-02-02,0,Agadir,0747913961,2019-07-09,organic
1155,Kettani,Omar,omar.kettani_1121@email.ma,2006-12-22,H,Meknès,0714795077,2020-12-03,referral
1156,Raisuni,Bouchra,bouchra.raisuni_1122@email.ma,1987-02-05,F,Fès,0681915204,2021-06-07,referral
1157,Mekki,Loubna,loubna.mekki_1123@email.ma,2007-03-16,0,Casablanca,0615337362,2019-02-03,google_ads
1158,Sefrioui,Omar,omar.sefrioui_1124@email.ma,1998-03-27,1,Kenitra,0721316320,2021-01-02,organic
1159,Mekki,Mohamed,mohamed.mekki_1125@email.ma,2030-07-30,1,Settat,0612080136,2020-04-30,referral
1160,Benali,Mohamed,mohamed.benali_1126@email.ma,2002-07-28,h,Kenitra,0782661788,2023-06-25,direct
1161,Ziani,Laila,laila.ziani_1127@email.ma,1993-12-01,f,Rabat,0633733089,2021-11-03,instagram
1162,Qacemi,Rania,rania.qacemi_1128@email.ma,1984-08-06,0,Casa,0783773596,2022-01-09,google_ads
1163,Alami,Chaimae,chaimae.alami_1129@email.ma,1959-07-02,fe,Casablanca,0791470323,2021-02-10,tiktok
1164,Sefrioui,Ayoub,ayoub.sefrioui_1130@email.ma,1960-07-29,m,Casablanca,0789216967,2024-06-22,instagram
1165,Tazi,Ghita,ghita.tazi_1131@,1971-01-31,2,Meknès,0643823109,2020-01-04,direct
1166,Filali,Ayoub,ayoub.filali_1132@email.ma,1953-02-17,1,Tanger,0654155176,2024-05-10,email
1167,Berrada,Hajar,hajar.berrada_1133@email.ma,1985-10-02,fe,Marrakech,0616651043,2021-06-21,referral
1168,Raisuni,Younes,younes.raisuni_1134@email.ma,1996-06-01,H,Mohammedia,0653248872,2022-09-25,facebook
1169,Wahbi,Omar,omar.wahbi_1135@email.ma,2004-12-06,1,Agadir,0759601922,2021-09-21,instagram
1170,Drissi,Mehdi,mehdi.drissi_1136@email.ma,2000-08-10,1,Kenitra,0790582228,2023-03-21,organic
1171,Benali,Sara,sara.benali_1137@email.ma,1973-02-04,0,Kenitra,0769523642,2019-11-19,organic
1172,Idrissi,Laila,laila.idrissi_1138@email.ma,1982-01-31,2,Casablanca,0668985751,2023-05-07,facebook
1173,Dahbi,Ghita,ghita.dahbi_1139@email.ma,1973-11-17,F,Rabat,0710811207,2023-03-16,tiktok
1174,Guessous,Zakaria,zakaria.guessous_1140@email.ma,2003-10-25,1,Tanger,0798037696,2021-07-17,organic
1175,Benali,Samira,samira.benali_1141@email.ma,1971-12-04,fe,Oujda,0736414228,2021-04-24,google_ads
1176,Idrissi,Omar,omar.idrissi_1142@email.ma,1981-12-02,M,Sale,0750957621,2019-04-21,organic
1177,Mekki,Zakaria,zakaria.mekki_1143@email.ma,2005-07-10,m,oujda,0765691075,2022-08-26,instagram
